round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
32,17,1,9,29,29,2.5545811653137207,7.172219753265381
32,17,2,2,23,21,5.993533611297607,2.4769322872161865
32,17,2,4,26,26,5.494354248046875,2.7881240844726562
32,17,2,7,21,20,2.455782651901245,3.500722885131836
32,17,2,8,22,20,2.93505859375,3.7827277183532715
32,17,2,9,29,29,2.268164873123169,6.609912395477295
32,17,3,2,23,23,4.86253547668457,3.186920642852783
32,17,3,4,26,22,5.041957855224609,3.0573689937591553
32,17,3,7,21,21,2.765249729156494,3.8908743858337402
32,17,3,8,22,22,2.8298866748809814,6.01640510559082
32,17,3,9,29,29,2.3733010292053223,8.49177360534668
32,17,4,2,23,23,4.62147855758667,3.107715368270874
32,17,4,4,26,25,4.911513328552246,3.7051055431365967
32,17,4,7,21,21,2.6024086475372314,4.218279838562012
32,17,4,8,22,22,3.0257794857025146,5.4754438400268555
32,17,4,9,29,29,2.4687154293060303,7.586328506469727
32,17,5,2,23,22,4.662538528442383,3.517366886138916
32,17,5,4,26,25,5.292454719543457,4.112382888793945
32,17,5,7,21,21,2.2905335426330566,4.575150489807129
32,17,5,8,22,22,2.2906131744384766,5.868682384490967
32,17,5,9,29,29,2.1708827018737793,7.763984680175781
32,16,1,0,24,20,4.408584117889404,4.57254695892334
32,16,1,1,20,20,2.1871862411499023,5.9078450202941895
32,16,1,3,25,14,5.0523223876953125,0.16738730669021606
32,16,1,5,21,16,3.9989659786224365,0.6182680130004883
32,16,1,6,31,27,5.4417009353637695,3.058469295501709
32,16,1,7,2,2,0.4033746123313904,0.1753988265991211
32,16,2,0,24,21,4.455379009246826,4.999052047729492
32,16,2,1,20,19,2.618164300918579,4.8403215408325195
32,16,2,3,25,18,4.726771831512451,1.2343305349349976
32,16,2,5,21,21,2.2400689125061035,2.6052448749542236
32,16,2,6,31,30,4.168556213378906,4.226813793182373
32,16,2,7,2,2,0.16973340511322021,0.5085196495056152
32,16,3,0,24,24,4.315648555755615,4.855193138122559
32,16,3,1,20,20,2.3901078701019287,4.876558780670166
32,16,3,3,25,23,4.105594635009766,2.22495698928833
32,16,3,5,21,21,2.6251938343048096,3.0339431762695312
32,16,3,6,31,31,5.191679954528809,5.800282001495361
32,16,3,7,2,2,0.1709805130958557,0.8719534873962402
32,16,4,0,24,23,4.345324516296387,5.982550621032715
32,16,4,1,20,20,2.3430511951446533,6.022502899169922
32,16,4,3,25,25,4.097291469573975,2.671159267425537
32,16,4,5,21,21,2.5997366905212402,2.8397462368011475
32,16,4,6,31,28,5.757043838500977,6.815122604370117
32,16,4,7,2,2,0.1770329475402832,0.7625044584274292
32,16,5,0,24,22,4.467015266418457,5.197625160217285
32,16,5,1,20,20,1.992465853691101,6.104450702667236
32,16,5,3,25,25,4.283630847930908,3.394697904586792
32,16,5,5,21,21,2.37736177444458,3.340798854827881
32,16,5,6,31,31,5.065646171569824,6.510859489440918
32,16,5,7,2,2,0.19957667589187622,0.7180471420288086
32,12,1,0,17,16,3.3183255195617676,1.9598363637924194
32,12,1,1,4,3,0.880034327507019,0.10693812370300293
32,12,1,3,27,22,5.17411994934082,1.2304983139038086
32,12,1,5,6,4,1.478708028793335,0.21027177572250366
32,12,1,6,17,14,3.2952184677124023,1.172614336013794
32,12,1,8,25,24,4.234654903411865,2.1737060546875
32,12,1,9,25,24,2.419306516647339,3.7015645503997803
32,12,2,0,17,13,3.2143073081970215,2.2757151126861572
32,12,2,1,4,2,0.8230738043785095,0.08126270771026611
32,12,2,3,27,26,4.525015354156494,3.193570613861084
32,12,2,5,6,6,1.3786587715148926,0.5850805044174194
32,12,2,6,17,17,3.1533868312835693,2.9977569580078125
32,12,2,8,25,25,3.356149196624756,4.396737575531006
32,12,2,9,25,25,2.517056465148926,3.5955984592437744
32,12,3,0,17,17,3.3687262535095215,3.42651104927063
32,12,3,1,4,4,0.880012035369873,0.3842736482620239
32,12,3,3,27,26,4.613161087036133,3.216153621673584
32,12,3,5,6,6,1.0816593170166016,0.8520056009292603
